country,year,co2,population,surface_km2,co2_per_km2
Denmark,1956,26.3720,4466341,42933,0.0006142594
Denmark,1957,24.9000,4489659,42933,0.0005799734
Denmark,1958,26.7910,4516071,42933,0.0006240188
Denmark,1959,26.0340,4548480,42933,0.0006063867
Denmark,1960,29.7500,4579349,42933,0.0006929402
Denmark,1961,31.7020,4611357,42933,0.0007384064
Denmark,1962,36.8900,4647466,42933,0.0008592458
Denmark,1963,40.6680,4684268,42933,0.0009472434
Denmark,1964,43.1470,4721889,42933,0.0010049845
Denmark,1965,44.2930,4758838,42933,0.0010316773
Denmark,1966,50.0780,4797200,42933,0.0011664221
Denmark,1967,49.0260,4835223,42933,0.0011419188
Denmark,1968,53.2730,4864801,42933,0.0012408404
Denmark,1969,59.3430,4891800,42933,0.0013822235
Denmark,1970,62.0390,4928676,42933,0.0014450190
Denmark,1971,57.0010,4963062,42933,0.0013276734
Denmark,1972,59.5750,4991568,42933,0.0013876272
Denmark,1973,59.1940,5021765,42933,0.0013787529
Denmark,1974,55.0090,5045638,42933,0.0012812755
Denmark,1975,55.7090,5060403,42933,0.0012975800
Denmark,1976,60.0570,5072804,42933,0.0013988540
Denmark,1977,61.7650,5088574,42933,0.0014386369
Denmark,1978,61.0280,5104342,42933,0.0014214707
Denmark,1979,62.9080,5116861,42933,0.0014652598
Denmark,1980,60.2860,5123078,42933,0.0014041879
Denmark,1981,51.7160,5121628,42933,0.0012045746
Denmark,1982,53.6150,5117897,42933,0.0012488063
Denmark,1983,50.0980,5114468,42933,0.0011668879
Denmark,1984,50.7810,5111830,42933,0.0011827965
Denmark,1985,59.9810,5113878,42933,0.0013970838
Denmark,1986,58.8020,5120691,42933,0.0013696224
Denmark,1987,58.2420,5127135,42933,0.0013565789
Denmark,1988,55.0140,5129650,42933,0.0012813919
Denmark,1989,48.6850,5132717,42933,0.0011339762
Denmark,1990,53.4640,5141025,42933,0.0012452892
Denmark,1991,64.0930,5154346,42933,0.0014928610
Denmark,1992,58.3150,5171371,42933,0.0013582792
Denmark,1993,60.5620,5188639,42933,0.0014106165
Denmark,1994,64.6610,5206190,42933,0.0015060909
Denmark,1995,61.6410,5233363,42933,0.0014357487
Denmark,1996,74.8870,5263072,42933,0.0017442760
Denmark,1997,65.4250,5285041,42933,0.0015238861
Denmark,1998,61.2260,5304264,42933,0.0014260825
Denmark,1999,58.6420,5321814,42933,0.0013658957
Denmark,2000,54.2960,5339660,42933,0.0012646682
Denmark,2001,55.8860,5358825,42933,0.0013017027
Denmark,2002,55.5440,5375966,42933,0.0012937368
Denmark,2003,60.6380,5390622,42933,0.0014123867
Denmark,2004,55.0930,5404594,42933,0.0012832320
Denmark,2005,51.5270,5419551,42933,0.0012001724
Denmark,2006,59.4920,5437421,42933,0.0013856940
Denmark,2007,54.6980,5461604,42933,0.0012740316
Denmark,2008,51.2460,5493766,42933,0.0011936273
Denmark,2009,48.8400,5523168,42933,0.0011375865
Denmark,2010,49.1790,5547866,42933,0.0011454825
Denmark,2011,44.2270,5570846,42933,0.0010301400
Denmark,2012,39.8530,5591912,42933,0.0009282603
Denmark,2013,41.7550,5615334,42933,0.0009725619
Denmark,2014,37.5650,5643793,42933,0.0008749680
Denmark,2015,35.1020,5683698,42933,0.0008175995
Denmark,2016,36.9060,5728198,42933,0.0008596185
Denmark,2017,34.6520,5765168,42933,0.0008071181
Denmark,2018,34.6020,5793825,42933,0.0008059535
Denmark,2019,30.9420,5814619,42933,0.0007207044
Denmark,2020,28.2940,5831530,42933,0.0006590269
Denmark,2021,29.5880,5856773,42933,0.0006891668
Denmark,2022,28.4320,5902898,42933,0.0006622412
Denmark,2023,27.2650,5948134,42933,0.0006350593
Egypt,1950,10.2330,21148167,1002450,0.0000102080
Egypt,1951,10.5590,21605922,1002450,0.0000105332
Egypt,1952,10.8930,22104946,1002450,0.0000108664
Egypt,1953,10.7790,22644147,1002450,0.0000107527
Egypt,1954,11.6640,23212566,1002450,0.0000116355
Egypt,1955,10.6420,23795235,1002450,0.0000106160
Egypt,1956,9.9420,24387350,1002450,0.0000099177
Egypt,1957,11.9170,24994416,1002450,0.0000118879
Egypt,1958,13.6830,25600325,1002450,0.0000136496
Egypt,1959,12.7070,26226866,1002450,0.0000126759
Egypt,1960,16.0330,26896481,1002450,0.0000159938
Egypt,1961,17.0660,27600904,1002450,0.0000170243
Egypt,1962,18.5710,28337015,1002450,0.0000185256
Egypt,1963,21.5270,29091868,1002450,0.0000214744
Egypt,1964,25.4910,29858924,1002450,0.0000254287
Egypt,1965,27.6090,30629174,1002450,0.0000275415
Egypt,1966,26.5320,31406543,1002450,0.0000264672
Egypt,1967,19.6500,32196366,1002450,0.0000196020
Egypt,1968,22.8730,32998321,1002450,0.0000228171
Egypt,1969,19.6650,33811619,1002450,0.0000196169
Egypt,1970,21.6540,34623990,1002450,0.0000216011
Egypt,1971,23.0120,35433371,1002450,0.0000229558
Egypt,1972,25.4750,36258327,1002450,0.0000254127
Egypt,1973,23.7610,37102042,1002450,0.0000237029
Egypt,1974,26.0890,37969664,1002450,0.0000260252
Egypt,1975,31.0600,38875328,1002450,0.0000309841
Egypt,1976,34.4500,39795558,1002450,0.0000343658
Egypt,1977,37.8150,40748879,1002450,0.0000377226
Egypt,1978,39.2610,41761437,1002450,0.0000391650
Egypt,1979,42.8900,42818635,1002450,0.0000427852
Egypt,1980,45.1760,43950414,1002450,0.0000450656
Egypt,1981,50.9030,45147227,1002450,0.0000507786
Egypt,1982,56.4310,46407613,1002450,0.0000562931
Egypt,1983,56.9800,47786402,1002450,0.0000568407
Egypt,1984,63.7040,49247335,1002450,0.0000635483
Egypt,1985,63.8070,50734974,1002450,0.0000636511
Egypt,1986,74.3930,52206295,1002450,0.0000742112
Egypt,1987,74.6140,53674436,1002450,0.0000744316
Egypt,1988,74.3090,55187678,1002450,0.0000741274
Egypt,1989,71.9050,56710641,1002450,0.0000717293
Egypt,1990,75.2180,58396625,1002450,0.0000750342
Egypt,1991,77.2960,60029001,1002450,0.0000771071
Egypt,1992,79.9400,61480663,1002450,0.0000797446
Egypt,1993,92.2780,62915681,1002450,0.0000920525
Egypt,1994,88.3730,64285594,1002450,0.0000881570
Egypt,1995,98.9940,65652622,1002450,0.0000987521
Egypt,1996,97.9510,67028046,1002450,0.0000977116
Egypt,1997,111.7050,68431737,1002450,0.0001114320
Egypt,1998,125.0260,69943298,1002450,0.0001247204
Egypt,1999,128.2210,71520952,1002450,0.0001279076
Egypt,2000,143.8360,73083287,1002450,0.0001434845
Egypt,2001,127.6570,74652034,1002450,0.0001273450
Egypt,2002,129.1550,76239138,1002450,0.0001288393
Egypt,2003,149.9190,77853549,1002450,0.0001495526
Egypt,2004,152.5760,79477439,1002450,0.0001522031
Egypt,2005,168.2170,81101013,1002450,0.0001678059
Egypt,2006,179.1940,82700405,1002450,0.0001787560
Egypt,2007,188.8050,84276227,1002450,0.0001883436
Egypt,2008,197.7280,85864791,1002450,0.0001972448
Egypt,2009,206.4780,87501636,1002450,0.0002059734
Egypt,2010,203.6080,89196070,1002450,0.0002031104
Egypt,2011,216.9170,91093068,1002450,0.0002163869
Egypt,2012,213.7340,93161001,1002450,0.0002132116
Egypt,2013,211.4190,95333551,1002450,0.0002109023
Egypt,2014,226.8990,97528656,1002450,0.0002263445
Egypt,2015,224.4800,99597333,1002450,0.0002239314
Egypt,2016,239.3820,101644586,1002450,0.0002387969
Egypt,2017,260.6750,103696057,1002450,0.0002600379
Egypt,2018,249.2170,105682093,1002450,0.0002486079
Egypt,2019,258.7420,107553159,1002450,0.0002581096
Egypt,2020,235.3580,109315119,1002450,0.0002347828
Egypt,2021,260.9360,110957004,1002450,0.0002602983
Egypt,2022,271.1690,112618251,1002450,0.0002705063
Egypt,2023,269.0060,114535772,1002450,0.0002683485
Finland,1950,6.5450,4008410,338455,0.0000193379
Finland,1951,7.9770,4047649,338455,0.0000235689
Finland,1952,8.6550,4090838,338455,0.0000255721
Finland,1953,7.5660,4139764,338455,0.0000223545
Finland,1954,9.1520,4187257,338455,0.0000270405
Finland,1955,10.9250,4235198,338455,0.0000322790
Finland,1956,12.1680,4281931,338455,0.0000359516
Finland,1957,12.2410,4324192,338455,0.0000361673
Finland,1958,10.6070,4359881,338455,0.0000313395
Finland,1959,13.5560,4394750,338455,0.0000400526
Finland,1960,15.0870,4429631,338455,0.0000445761
Finland,1961,14.9220,4460997,338455,0.0000440886
Finland,1962,16.7900,4491737,338455,0.0000496078
Finland,1963,19.3360,4523897,338455,0.0000571302
Finland,1964,22.8280,4549092,338455,0.0000674477
Finland,1965,25.3000,4564150,338455,0.0000747514
Finland,1966,29.4890,4581447,338455,0.0000871283
Finland,1967,28.5880,4606643,338455,0.0000844662
Finland,1968,33.2810,4627350,338455,0.0000983321
Finland,1969,37.8970,4624083,338455,0.0001119706
Finland,1970,40.3550,4606308,338455,0.0001192330
Finland,1971,40.5370,4612135,338455,0.0001197707
Finland,1972,44.1060,4639549,338455,0.0001303157
Finland,1973,49.3200,4665910,338455,0.0001457210
Finland,1974,46.6080,4690365,338455,0.0001377081
Finland,1975,46.0260,4711174,338455,0.0001359885
Finland,1976,51.1980,4725341,338455,0.0001512697
Finland,1977,50.1370,4738579,338455,0.0001481349
Finland,1978,51.8250,4752243,338455,0.0001531223
Finland,1979,54.2370,4764439,338455,0.0001602488
Finland,1980,58.1390,4779361,338455,0.0001717776
Finland,1981,51.4030,4799850,338455,0.0001518754
Finland,1982,42.9760,4826882,338455,0.0001269770
Finland,1983,41.4630,4855793,338455,0.0001225067
Finland,1984,42.1470,4881827,338455,0.0001245276
Finland,1985,49.5490,4902263,338455,0.0001463976
Finland,1986,53.2140,4918255,338455,0.0001572262
Finland,1987,57.5330,4932259,338455,0.0001699871
Finland,1988,52.0580,4946629,338455,0.0001538107
Finland,1989,52.4480,4964527,338455,0.0001549630
Finland,1990,56.9210,4986574,338455,0.0001681789
Finland,1991,55.1950,5013889,338455,0.0001630793
Finland,1992,54.2720,5042147,338455,0.0001603522
Finland,1993,56.3200,5066592,338455,0.0001664032
Finland,1994,61.7400,5088454,338455,0.0001824172
Finland,1995,58.1220,5107920,338455,0.0001717274
Finland,1996,64.0400,5124716,338455,0.0001892127
Finland,1997,62.7030,5139926,338455,0.0001852624
Finland,1998,59.3580,5153548,338455,0.0001753793
Finland,1999,58.8740,5165515,338455,0.0001739493
Finland,2000,57.0170,5176198,338455,0.0001684626
Finland,2001,62.5210,5187973,338455,0.0001847247
Finland,2002,65.0490,5200549,338455,0.0001921939
Finland,2003,72.6580,5212955,338455,0.0002146755
Finland,2004,68.9460,5228144,338455,0.0002037080
Finland,2005,57.0640,5246083,338455,0.0001686014
Finland,2006,68.3730,5266247,338455,0.0002020150
Finland,2007,66.7640,5288716,338455,0.0001972611
Finland,2008,58.6250,5313381,338455,0.0001732136
Finland,2009,55.9200,5338855,338455,0.0001652214
Finland,2010,64.0920,5363347,338455,0.0001893664
Finland,2011,56.6470,5388236,338455,0.0001673694
Finland,2012,51.1550,5413978,338455,0.0001511427
Finland,2013,51.7190,5439058,338455,0.0001528091
Finland,2014,47.6220,5461686,338455,0.0001407041
Finland,2015,44.1920,5479718,338455,0.0001305698
Finland,2016,47.2510,5495469,338455,0.0001396079
Finland,2017,44.6570,5508399,338455,0.0001319437
Finland,2018,45.7340,5515732,338455,0.0001351258
Finland,2019,42.4420,5521755,338455,0.0001253992
Finland,2020,37.7000,5529617,338455,0.0001113885
Finland,2021,37.7980,5541068,338455,0.0001116781
Finland,2022,36.3670,5569299,338455,0.0001074500
Finland,2023,31.6220,5601185,338455,0.0000934304
France,1950,202.2790,41883122,551695,0.0003666501
France,1951,228.7290,42333662,551695,0.0004145932
France,1952,226.9860,42780273,551695,0.0004114339
France,1953,214.5480,43227873,551695,0.0003888888
France,1954,226.3520,43676897,551695,0.0004102847
France,1955,238.9820,44136093,551695,0.0004331778
France,1956,268.4990,44588523,551695,0.0004866801
France,1957,277.4970,45036374,551695,0.0005029899
France,1958,266.1540,45493502,551695,0.0004824296
France,1959,261.8900,45963766,551695,0.0004747007
France,1960,296.6020,46428136,551695,0.0005376195
France,1961,316.2200,46893841,551695,0.0005731790
France,1962,333.4770,47352625,551695,0.0006044590
France,1963,338.5820,47817824,551695,0.0006137123
France,1964,369.5400,48319085,551695,0.0006698266
France,1965,364.2300,48772824,551695,0.0006602017
France,1966,381.1390,49184652,551695,0.0006908509
France,1967,405.4960,49574907,551695,0.0007350003
France,1968,419.0730,49947252,551695,0.0007596099
France,1969,444.2800,50355300,551695,0.0008053000
France,1970,461.3380,50813071,551695,0.0008362193
France,1971,494.4270,51293056,551695,0.0008961963
France,1972,514.9880,51743877,551695,0.0009334650
France,1973,539.7720,52162212,551695,0.0009783884
France,1974,521.9060,52504744,551695,0.0009460046
France,1975,483.2720,52746322,551695,0.0008759768
France,1976,524.4550,52959120,551695,0.0009506249
France,1977,508.1190,53197133,551695,0.0009210143
France,1978,529.9080,53429668,551695,0.0009605090
France,1979,533.2540,53660897,551695,0.0009665739
France,1980,512.2180,53941061,551695,0.0009284442
France,1981,460.4910,54255004,551695,0.0008346840
France,1982,441.5640,54582405,551695,0.0008003770
France,1983,424.4550,54889407,551695,0.0007693653
France,1984,413.1690,55176626,551695,0.0007489084
France,1985,406.3140,55467154,551695,0.0007364830
France,1986,391.4480,55752833,551695,0.0007095370
France,1987,388.8520,56048365,551695,0.0007048315
France,1988,386.5060,56361846,551695,0.0007005791
France,1989,400.3290,56685081,551695,0.0007256346
France,1990,393.7170,56990239,551695,0.0007136498
France,1991,417.8590,57271563,551695,0.0007574094
France,1992,407.3160,57554865,551695,0.0007382992
France,1993,387.6990,57801260,551695,0.0007027416
France,1994,380.7930,57999868,551695,0.0006902238
France,1995,385.8100,58192206,551695,0.0006993176
France,1996,402.1560,58380637,551695,0.0007289462
France,1997,394.8450,58568662,551695,0.0007156944
France,1998,413.2590,58778817,551695,0.0007490715
France,1999,412.0210,59084208,551695,0.0007468275
France,2000,406.1390,59483716,551695,0.0007361658
France,2001,410.4450,59905130,551695,0.0007439709
France,2002,405.9470,60327247,551695,0.0007358178
France,2003,411.9650,60741121,551695,0.0007467260
France,2004,413.3790,61175243,551695,0.0007492890
France,2005,415.7950,61625030,551695,0.0007536682
France,2006,406.1570,62049831,551695,0.0007361984
France,2007,396.0100,62432438,551695,0.0007178060
France,2008,389.0940,62780187,551695,0.0007052701
France,2009,370.8760,63106461,551695,0.0006722483
France,2010,376.4570,63417366,551695,0.0006823643
France,2011,354.3750,63733777,551695,0.0006423386
France,2012,356.4390,64058465,551695,0.0006460798
France,2013,358.7030,64387736,551695,0.0006501835
France,2014,326.8420,64692495,551695,0.0005924324
France,2015,331.4900,64916336,551695,0.0006008574
France,2016,334.2000,65086852,551695,0.0006057695
France,2017,337.1010,65284775,551695,0.0006110278
France,2018,321.9400,65519539,551695,0.0005835471
France,2019,315.0150,65729460,551695,0.0005709948
France,2020,280.4900,65905273,551695,0.0005084150
France,2021,305.6070,66083547,551695,0.0005539419
France,2022,293.5020,66277412,551695,0.0005320005
France,2023,272.4760,66438828,551695,0.0004938888
Germany,1950,510.6820,69847777,357022,0.0014303936
Germany,1951,576.8660,69782048,357022,0.0016157716
Germany,1952,610.9810,69826946,357022,0.0017113259
Germany,1953,623.4920,69935116,357022,0.0017463686
Germany,1954,659.7320,70104623,357022,0.0018478749
Germany,1955,723.4980,70334148,357022,0.0020264802
Germany,1956,766.1910,70613899,357022,0.0021460610
Germany,1957,777.9080,71088144,357022,0.0021788797
Germany,1958,756.3790,71694672,357022,0.0021185781
Germany,1959,755.7950,72241715,357022,0.0021169424
Germany,1960,813.9500,72811637,357022,0.0022798315
Germany,1961,834.8400,73376111,357022,0.0023383433
Germany,1962,883.1690,73997001,357022,0.0024737103
Germany,1963,945.4980,74698006,357022,0.0026482906
Germany,1964,968.9170,75313477,357022,0.0027138860
Germany,1965,960.1020,75966964,357022,0.0026891956
Germany,1966,951.4220,76611028,357022,0.0026648834
Germany,1967,936.2290,76970793,357022,0.0026223286
Germany,1968,984.7910,77321278,357022,0.0027583482
Germany,1969,1052.0010,77944023,357022,0.0029465999
Germany,1970,1026.0220,78205102,357022,0.0028738341
Germany,1971,1037.2370,78345873,357022,0.0029052467
Germany,1972,1041.4810,78719923,357022,0.0029171340
Germany,1973,1085.7380,78966976,357022,0.0030410955
Germany,1974,1062.7270,78996693,357022,0.0029766429
Germany,1975,1002.4470,78701861,357022,0.0028078018
Germany,1976,1090.8400,78364503,357022,0.0030553859
Germany,1977,1052.6090,78185560,357022,0.0029483029
Germany,1978,1079.1330,78115357,357022,0.0030225952
Germany,1979,1117.8880,78147899,357022,0.0031311460
Germany,1980,1100.0660,78315374,357022,0.0030812275
Germany,1981,1048.5230,78448044,357022,0.0029368582
Germany,1982,1015.7340,78393671,357022,0.0028450180
Germany,1983,1011.6050,78224137,357022,0.0028334528
Germany,1984,1033.2450,77998199,357022,0.0028940654
Germany,1985,1044.1180,77863423,357022,0.0029245201
Germany,1986,1047.4720,77923807,357022,0.0029339144
Germany,1987,1032.4430,78062321,357022,0.0028918190
Germany,1988,1029.0240,78385993,357022,0.0028822426
Germany,1989,1008.7920,79007063,357022,0.0028255738
Germany,1990,1054.7960,79707964,357022,0.0029544286
Germany,1991,1016.9300,80303189,357022,0.0028483679
Germany,1992,969.4640,80934901,357022,0.0027154181
Germany,1993,959.3860,81486770,357022,0.0026871901
Germany,1994,943.2280,81773612,357022,0.0026419324
Germany,1995,939.9340,82019890,357022,0.0026327061
Germany,1996,959.6900,82263195,357022,0.0026880416
Germany,1997,931.5080,82389631,357022,0.0026091053
Germany,1998,923.4990,82011933,357022,0.0025866725
Germany,1999,895.4420,81678279,357022,0.0025080863
Germany,2000,898.9760,81797255,357022,0.0025179849
Germany,2001,915.2550,81933883,357022,0.0025635815
Germany,2002,898.8340,82068328,357022,0.0025175872
Germany,2003,894.5010,82111619,357022,0.0025054506
Germany,2004,876.5700,82092706,357022,0.0024552268
Germany,2005,867.8810,82046731,357022,0.0024308894
Germany,2006,886.4340,81701971,357022,0.0024828554
Germany,2007,846.1160,81298546,357022,0.0023699268
Germany,2008,856.6070,81110781,357022,0.0023993115
Germany,2009,789.9510,80935275,357022,0.0022126115
Germany,2010,826.6800,80830917,357022,0.0023154876
Germany,2011,804.5140,80857877,357022,0.0022534018
Germany,2012,814.0900,80916393,357022,0.0022802236
Germany,2013,831.7430,81041580,357022,0.0023296688
Germany,2014,792.5790,81376078,357022,0.0022199724
Germany,2015,800.8440,82077546,357022,0.0022431223
Germany,2016,798.0140,82760100,357022,0.0022351956
Germany,2017,784.5940,83104012,357022,0.0021976069
Germany,2018,760.0460,83368506,357022,0.0021288492
Germany,2019,709.8270,83559185,357022,0.0019881884
Germany,2020,648.3570,83628711,357022,0.0018160141
Germany,2021,678.7770,83697082,357022,0.0019012190
Germany,2022,671.4720,84086228,357022,0.0018807580
Germany,2023,596.1510,84548234,357022,0.0016697879
Greece,1950,4.1280,7651080,131957,0.0000312829
Greece,1951,4.5750,7712877,131957,0.0000346704
Greece,1952,4.7970,7775542,131957,0.0000363528
Greece,1953,4.8850,7841269,131957,0.0000370196
Greece,1954,5.0820,7910866,131957,0.0000385125
Greece,1955,5.9530,7984712,131957,0.0000451132
Greece,1956,6.2860,8060992,131957,0.0000476367
Greece,1957,6.8140,8136981,131957,0.0000516380
Greece,1958,7.4470,8214992,131957,0.0000564351
Greece,1959,8.1210,8297713,131957,0.0000615428
Greece,1960,9.3920,8384481,131957,0.0000711747
Greece,1961,9.8080,8447007,131957,0.0000743272
Greece,1962,10.1490,8473374,131957,0.0000769114
Greece,1963,12.2390,8488373,131957,0.0000927499
Greece,1964,13.2020,8503997,131957,0.0001000477
Greece,1965,16.9990,8521368,131957,0.0001288223
Greece,1966,18.6210,8579992,131957,0.0001411142
Greece,1967,19.5040,8655153,131957,0.0001478057
Greece,1968,22.2860,8717917,131957,0.0001688883
Greece,1969,25.4340,8747070,131957,0.0001927446
Greece,1970,24.1260,8747778,131957,0.0001828323
Greece,1971,27.7500,8787033,131957,0.0002102958
Greece,1972,31.4770,8849378,131957,0.0002385398
Greece,1973,37.1310,8893403,131957,0.0002813871
Greece,1974,36.0620,8929112,131957,0.0002732860
Greece,1975,38.6700,9016969,131957,0.0002930500
Greece,1976,42.6560,9160213,131957,0.0003232568
Greece,1977,46.6570,9282023,131957,0.0003535773
Greece,1978,47.6780,9389968,131957,0.0003613147
Greece,1979,50.8190,9526010,131957,0.0003851179
Greece,1980,50.8890,9653418,131957,0.0003856484
Greece,1981,50.1250,9754400,131957,0.0003798586
Greece,1982,51.5090,9837470,131957,0.0003903469
Greece,1983,54.7890,9911493,131957,0.0004152034
Greece,1984,56.2850,9978780,131957,0.0004265405
Greece,1985,59.7720,10037038,131957,0.0004529657
Greece,1986,58.2740,10088762,131957,0.0004416136
Greece,1987,62.5760,10134530,131957,0.0004742151
Greece,1988,67.0520,10177008,131957,0.0005081352
Greece,1989,73.2310,10218039,131957,0.0005549611
Greece,1990,83.4380,10258492,131957,0.0006323120
Greece,1991,83.4080,10306643,131957,0.0006320847
Greece,1992,84.9760,10359894,131957,0.0006439674
Greece,1993,84.2850,10412749,131957,0.0006387308
Greece,1994,86.4300,10466265,131957,0.0006549861
Greece,1995,86.9630,10519233,131957,0.0006590253
Greece,1996,89.1150,10570081,131957,0.0006753336
Greece,1997,93.8020,10622327,131957,0.0007108528
Greece,1998,98.6220,10675412,131957,0.0007473798
Greece,1999,97.9350,10727952,131957,0.0007421736
Greece,2000,102.9730,10782638,131957,0.0007803527
Greece,2001,105.3620,10843165,131957,0.0007984571
Greece,2002,105.0010,10890288,131957,0.0007957213
Greece,2003,109.0670,10918466,131957,0.0008265344
Greece,2004,109.4850,10947370,131957,0.0008297021
Greece,2005,113.8890,10981340,131957,0.0008630766
Greece,2006,112.4200,11016108,131957,0.0008519442
Greece,2007,114.5460,11045737,131957,0.0008680555
Greece,2008,111.0800,11076873,131957,0.0008417894
Greece,2009,104.3200,11108069,131957,0.0007905606
Greece,2010,97.3540,11124665,131957,0.0007377706
Greece,2011,94.5050,11108841,131957,0.0007161803
Greece,2012,91.3930,11048294,131957,0.0006925968
Greece,2013,81.7130,10967535,131957,0.0006192396
Greece,2014,78.6360,10893169,131957,0.0005959214
Greece,2015,74.9270,10820901,131957,0.0005678138
Greece,2016,71.3600,10775506,131957,0.0005407822
Greece,2017,74.8420,10753532,131957,0.0005671696
Greece,2018,71.7780,10730845,131957,0.0005439499
Greece,2019,65.7360,10718580,131957,0.0004981623
Greece,2020,55.5580,10699370,131957,0.0004210311
Greece,2021,57.5190,10579561,131957,0.0004358920
Greece,2022,58.0800,10412481,131957,0.0004401434
Greece,2023,55.1960,10242909,131957,0.0004182878
Hungary,1950,18.3900,9337882,93028,0.0001976824
Hungary,1951,22.1850,9423178,93028,0.0002384766
Hungary,1952,27.2080,9503934,93028,0.0002924711
Hungary,1953,31.7660,9594482,93028,0.0003414671
Hungary,1954,34.0090,9704596,93028,0.0003655781
Hungary,1955,35.7050,9823216,93028,0.0003838092
Hungary,1956,33.1630,9853996,93028,0.0003564841
Hungary,1957,38.4460,9837928,93028,0.0004132734
Hungary,1958,39.2440,9880680,93028,0.0004218515
Hungary,1959,41.9030,9936845,93028,0.0004504343
Hungary,1960,45.3280,9983383,93028,0.0004872512
Hungary,1961,48.9300,10026516,93028,0.0005259707
Hungary,1962,50.5120,10058067,93028,0.0005429763
Hungary,1963,56.2280,10083840,93028,0.0006044202
Hungary,1964,62.3410,10114375,93028,0.0006701316
Hungary,1965,61.2340,10141117,93028,0.0006582319
Hungary,1966,61.6730,10170410,93028,0.0006629509
Hungary,1967,58.7710,10206813,93028,0.0006317560
Hungary,1968,61.0930,10244548,93028,0.0006567163
Hungary,1969,62.3580,10281594,93028,0.0006703143
Hungary,1970,69.9350,10315140,93028,0.0007517629
Hungary,1971,69.2080,10343972,93028,0.0007439481
Hungary,1972,69.3500,10374303,93028,0.0007454745
Hungary,1973,72.9750,10407440,93028,0.0007844412
Hungary,1974,74.0010,10453918,93028,0.0007954702
Hungary,1975,75.2760,10515653,93028,0.0008091757
Hungary,1976,79.8800,10573771,93028,0.0008586662
Hungary,1977,83.0530,10623146,93028,0.0008927742
Hungary,1978,88.0200,10660187,93028,0.0009461667
Hungary,1979,86.0520,10688256,93028,0.0009250118
Hungary,1980,86.6770,10695370,93028,0.0009317302
Hungary,1981,86.4270,10679329,93028,0.0009290429
Hungary,1982,86.6780,10656106,93028,0.0009317410
Hungary,1983,88.9370,10622986,93028,0.0009560240
Hungary,1984,90.6470,10584329,93028,0.0009744056
Hungary,1985,86.9270,10547258,93028,0.0009344176
Hungary,1986,85.4840,10511100,93028,0.0009189061
Hungary,1987,85.5120,10475104,93028,0.0009192071
Hungary,1988,81.5460,10440534,93028,0.0008765748
Hungary,1989,79.9080,10403420,93028,0.0008589672
Hungary,1990,73.4270,10381280,93028,0.0007893000
Hungary,1991,69.8250,10378175,93028,0.0007505805
Hungary,1992,62.2810,10371477,93028,0.0006694866
Hungary,1993,62.9910,10356868,93028,0.0006771187
Hungary,1994,61.8800,10339937,93028,0.0006651761
Hungary,1995,61.4640,10322790,93028,0.0006607043
Hungary,1996,63.0830,10302236,93028,0.0006781077
Hungary,1997,61.6760,10278600,93028,0.0006629832
Hungary,1998,61.2550,10251715,93028,0.0006584577
Hungary,1999,61.5750,10219797,93028,0.0006618975
Hungary,2000,58.2440,10190596,93028,0.0006260911
Hungary,2001,59.8280,10166692,93028,0.0006431182
Hungary,2002,58.8420,10138462,93028,0.0006325192
Hungary,2003,61.6110,10108970,93028,0.0006622845
Hungary,2004,59.9850,10085789,93028,0.0006448059
Hungary,2005,60.1420,10065704,93028,0.0006464935
Hungary,2006,59.5290,10049947,93028,0.0006399041
Hungary,2007,58.4490,10034084,93028,0.0006282947
Hungary,2008,57.1840,10016655,93028,0.0006146967
Hungary,2009,51.4570,10001382,93028,0.0005531345
Hungary,2010,51.9930,9979129,93028,0.0005588962
Hungary,2011,50.1560,9946675,93028,0.0005391495
Hungary,2012,46.7200,9916620,93028,0.0005022144
Hungary,2013,43.4870,9889344,93028,0.0004674614
Hungary,2014,43.6390,9862843,93028,0.0004690953
Hungary,2015,46.5670,9839210,93028,0.0005005697
Hungary,2016,47.0390,9810530,93028,0.0005056435
Hungary,2017,49.4240,9785606,93028,0.0005312809
Hungary,2018,49.3760,9774395,93028,0.0005307649
Hungary,2019,49.1660,9770346,93028,0.0005285075
Hungary,2020,47.1070,9749460,93028,0.0005063744
Hungary,2021,48.3310,9707848,93028,0.0005195318
Hungary,2022,44.8430,9684306,93028,0.0004820377
Hungary,2023,40.1900,9686463,93028,0.0004320205
India,1950,61.1030,346278817,3287263,0.0000185878
India,1951,64.0220,353870058,3287263,0.0000194758
India,1952,67.4260,361874904,3287263,0.0000205113
India,1953,68.7050,370104571,3287263,0.0000209004
India,1954,72.4140,378687141,3287263,0.0000220287
India,1955,78.7880,387700891,3287263,0.0000239677
India,1956,81.6560,396988906,3287263,0.0000248401
India,1957,91.6350,406253895,3287263,0.0000278758
India,1958,95.8160,415777437,3287263,0.0000291477
India,1959,101.4470,425780669,3287263,0.0000308606
India,1960,111.3250,435990344,3287263,0.0000338656
India,1961,120.4040,446564730,3287263,0.0000366274
India,1962,132.5820,457283092,3287263,0.0000403320
India,1963,142.4440,468138576,3287263,0.0000433321
India,1964,139.4880,479229599,3287263,0.0000424329
India,1965,153.7020,490140141,3287263,0.0000467568
India,1966,159.3730,500740250,3287263,0.0000484820
India,1967,159.5560,511606375,3287263,0.0000485376
India,1968,174.0690,522716894,3287263,0.0000529526
India,1969,177.4130,533880544,3287263,0.0000539698
