country,year,co2,population,surface_km2,co2_per_km2
Kazakhstan,1966,133.3070,11288990,2724900,0.0000489218
Kazakhstan,1967,139.3640,11584428,2724900,0.0000511446
Kazakhstan,1968,143.2420,11879183,2724900,0.0000525678
Kazakhstan,1969,149.1430,12156220,2724900,0.0000547334
Kazakhstan,1970,156.9130,12419057,2724900,0.0000575849
Kazakhstan,1971,166.3820,12684818,2724900,0.0000610599
Kazakhstan,1972,174.9450,12951804,2724900,0.0000642024
Kazakhstan,1973,182.2110,13208123,2724900,0.0000668689
Kazakhstan,1974,189.0130,13454576,2724900,0.0000693651
Kazakhstan,1975,198.5450,13700849,2724900,0.0000728632
Kazakhstan,1976,205.9990,13998737,2724900,0.0000755987
Kazakhstan,1977,212.8120,14353263,2724900,0.0000780990
Kazakhstan,1978,219.9190,14711507,2724900,0.0000807072
Kazakhstan,1979,221.5830,14978703,2724900,0.0000813178
Kazakhstan,1980,230.1870,15152952,2724900,0.0000844754
Kazakhstan,1981,225.5030,15323086,2724900,0.0000827564
Kazakhstan,1982,229.6660,15492598,2724900,0.0000842842
Kazakhstan,1983,232.7140,15665552,2724900,0.0000854028
Kazakhstan,1984,234.5850,15844621,2724900,0.0000860894
Kazakhstan,1985,253.0650,16031088,2724900,0.0000928713
Kazakhstan,1986,258.0590,16262698,2724900,0.0000947040
Kazakhstan,1987,256.6190,16527719,2724900,0.0000941756
Kazakhstan,1988,273.6680,16781168,2724900,0.0001004323
Kazakhstan,1989,264.5410,16997012,2724900,0.0000970828
Kazakhstan,1990,268.1730,17154060,2724900,0.0000984157
Kazakhstan,1991,261.0660,17278604,2724900,0.0000958076
Kazakhstan,1992,236.1310,17332623,2724900,0.0000866568
Kazakhstan,1993,208.2170,17274487,2724900,0.0000764127
Kazakhstan,1994,174.9330,17043775,2724900,0.0000641980
Kazakhstan,1995,168.2860,16730541,2724900,0.0000617586
Kazakhstan,1996,154.5050,16416036,2724900,0.0000567012
Kazakhstan,1997,146.4250,16043250,2724900,0.0000537359
Kazakhstan,1998,144.2830,15647789,2724900,0.0000529498
Kazakhstan,1999,119.2650,15455878,2724900,0.0000437686
Kazakhstan,2000,143.3800,15501107,2724900,0.0000526184
Kazakhstan,2001,138.7690,15575551,2724900,0.0000509263
Kazakhstan,2002,157.5250,15656677,2724900,0.0000578095
Kazakhstan,2003,175.8550,15747379,2724900,0.0000645363
Kazakhstan,2004,186.3560,15850164,2724900,0.0000683900
Kazakhstan,2005,200.0420,15968118,2724900,0.0000734126
Kazakhstan,2006,220.5750,16103717,2724900,0.0000809479
Kazakhstan,2007,226.7450,16257212,2724900,0.0000832122
Kazakhstan,2008,226.8310,16426527,2724900,0.0000832438
Kazakhstan,2009,224.5500,16619850,2724900,0.0000824067
Kazakhstan,2010,248.8030,16836809,2724900,0.0000913072
Kazakhstan,2011,238.9880,17065997,2724900,0.0000877052
Kazakhstan,2012,246.3450,17306114,2724900,0.0000904052
Kazakhstan,2013,255.1650,17556502,2724900,0.0000936420
Kazakhstan,2014,274.2900,17816285,2724900,0.0001006606
Kazakhstan,2015,278.6610,18084173,2724900,0.0001022647
Kazakhstan,2016,277.6960,18363601,2724900,0.0001019105
Kazakhstan,2017,293.4760,18651930,2724900,0.0001077016
Kazakhstan,2018,307.1740,18932725,2724900,0.0001127285
Kazakhstan,2019,275.2900,19209556,2724900,0.0001010276
Kazakhstan,2020,255.4860,19482117,2724900,0.0000937598
Kazakhstan,2021,255.1430,19743607,2724900,0.0000936339
Kazakhstan,2022,254.4140,20034612,2724900,0.0000933664
Kazakhstan,2023,255.1610,20330106,2724900,0.0000936405
Kenya,1950,0.9090,5769190,580367,0.0000015663
Kenya,1951,1.3920,5893577,580367,0.0000023985
Kenya,1952,1.5900,6033296,580367,0.0000027396
Kenya,1953,1.5130,6183897,580367,0.0000026070
Kenya,1954,1.7000,6348144,580367,0.0000029292
Kenya,1955,1.9850,6529299,580367,0.0000034202
Kenya,1956,2.2200,6727685,580367,0.0000038252
Kenya,1957,2.2820,6944873,580367,0.0000039320
Kenya,1958,2.0880,7174794,580367,0.0000035977
Kenya,1959,2.2080,7422742,580367,0.0000038045
Kenya,1960,2.4240,7695306,580367,0.0000041767
Kenya,1961,2.3990,7987767,580367,0.0000041336
Kenya,1962,2.6220,8299310,580367,0.0000045178
Kenya,1963,2.8530,8627972,580367,0.0000049159
Kenya,1964,2.8230,8973538,580367,0.0000048642
Kenya,1965,2.4640,9338084,580367,0.0000042456
Kenya,1966,2.6800,9717825,580367,0.0000046178
Kenya,1967,2.6980,10111061,580367,0.0000046488
Kenya,1968,2.8150,10518827,580367,0.0000048504
Kenya,1969,3.1260,10939696,580367,0.0000053862
Kenya,1970,3.0780,11368805,580367,0.0000053035
Kenya,1971,3.6790,11788906,580367,0.0000063391
Kenya,1972,3.8660,12206063,580367,0.0000066613
Kenya,1973,3.9140,12634840,580367,0.0000067440
Kenya,1974,4.9440,13070077,580367,0.0000085187
Kenya,1975,4.9690,13511670,580367,0.0000085618
Kenya,1976,4.6030,13957620,580367,0.0000079312
Kenya,1977,5.0490,14428822,580367,0.0000086997
Kenya,1978,5.3170,14934127,580367,0.0000091614
Kenya,1979,5.0320,15460669,580367,0.0000086704
Kenya,1980,6.1890,16018464,580367,0.0000106639
Kenya,1981,6.5190,16601509,580367,0.0000112325
Kenya,1982,4.6870,17206178,580367,0.0000080759
Kenya,1983,4.6550,17846373,580367,0.0000080208
Kenya,1984,4.3140,18514909,580367,0.0000074332
Kenya,1985,3.7650,19201773,580367,0.0000064873
Kenya,1986,4.1570,19901641,580367,0.0000071627
Kenya,1987,5.1690,20616091,580367,0.0000089064
Kenya,1988,4.7840,21356221,580367,0.0000082431
Kenya,1989,5.1870,22118436,580367,0.0000089374
Kenya,1990,5.8190,22892657,580367,0.0000100264
Kenya,1991,4.8340,23646516,580367,0.0000083292
Kenya,1992,5.5360,24382466,580367,0.0000095388
Kenya,1993,6.3420,25117193,580367,0.0000109276
Kenya,1994,6.5530,25857135,580367,0.0000112911
Kenya,1995,7.5490,26601754,580367,0.0000130073
Kenya,1996,9.2920,27344212,580367,0.0000160106
Kenya,1997,8.2100,28101763,580367,0.0000141462
Kenya,1998,9.9600,28888063,580367,0.0000171616
Kenya,1999,10.0710,29733411,580367,0.0000173528
Kenya,2000,10.4090,30642894,580367,0.0000179352
Kenya,2001,9.2780,31619172,580367,0.0000159864
Kenya,2002,7.8910,32629809,580367,0.0000135966
Kenya,2003,6.6970,33652233,580367,0.0000115393
Kenya,2004,7.5900,34713452,580367,0.0000130779
Kenya,2005,8.5550,35796483,580367,0.0000147407
Kenya,2006,9.5660,36904009,580367,0.0000164827
Kenya,2007,9.8240,38036354,580367,0.0000169272
Kenya,2008,10.2330,39206349,580367,0.0000176319
Kenya,2009,12.3430,40408887,580367,0.0000212676
Kenya,2010,12.1630,41598570,580367,0.0000209574
Kenya,2011,13.4480,42758466,580367,0.0000231715
Kenya,2012,12.5060,43888306,580367,0.0000215484
Kenya,2013,13.4580,44986794,580367,0.0000231888
Kenya,2014,14.5320,46051441,580367,0.0000250393
Kenya,2015,16.9980,47088527,580367,0.0000292884
Kenya,2016,18.1350,48139682,580367,0.0000312475
Kenya,2017,17.7090,49197760,580367,0.0000305135
Kenya,2018,18.8380,50207110,580367,0.0000324588
Kenya,2019,19.7960,51202829,580367,0.0000341095
Kenya,2020,21.9820,52217327,580367,0.0000378760
Kenya,2021,22.3140,53219165,580367,0.0000384481
Kenya,2022,21.3970,54252456,580367,0.0000368681
Kenya,2023,21.5310,55339007,580367,0.0000370989
Malaysia,1950,3.6550,6098285,330803,0.0000110489
Malaysia,1951,5.2200,6257416,330803,0.0000157798
Malaysia,1952,6.3710,6422850,330803,0.0000192592
Malaysia,1953,6.4990,6593946,330803,0.0000196461
Malaysia,1954,7.0040,6772375,330803,0.0000211727
Malaysia,1955,7.4300,6959960,330803,0.0000224605
Malaysia,1956,7.5630,7156628,330803,0.0000228625
Malaysia,1957,3.5130,7362818,330803,0.0000106196
Malaysia,1958,3.8320,7562884,330803,0.0000115839
Malaysia,1959,3.1830,7755779,330803,0.0000096220
Malaysia,1960,4.2010,7956200,330803,0.0000126994
Malaysia,1961,4.6850,8164448,330803,0.0000141625
Malaysia,1962,4.7770,8380175,330803,0.0000144406
Malaysia,1963,5.8280,8602168,330803,0.0000176177
Malaysia,1964,7.3990,8828414,330803,0.0000223668
Malaysia,1965,8.3800,9056415,330803,0.0000253323
Malaysia,1966,9.8340,9284694,330803,0.0000297277
Malaysia,1967,10.1280,9507107,330803,0.0000306164
Malaysia,1968,10.5300,9725281,330803,0.0000318316
Malaysia,1969,9.1380,9947602,330803,0.0000276237
Malaysia,1970,14.5860,10178801,330803,0.0000440927
Malaysia,1971,16.6630,10423464,330803,0.0000503714
Malaysia,1972,17.9010,10676839,330803,0.0000541138
Malaysia,1973,17.5050,10935623,330803,0.0000529167
Malaysia,1974,19.0450,11200905,330803,0.0000575720
Malaysia,1975,19.4450,11471912,330803,0.0000587812
Malaysia,1976,23.8980,11750093,330803,0.0000722424
Malaysia,1977,22.6210,12035715,330803,0.0000683821
Malaysia,1978,23.2600,12328158,330803,0.0000703138
Malaysia,1979,27.3060,12627863,330803,0.0000825446
Malaysia,1980,28.0330,12983361,330803,0.0000847423
Malaysia,1981,30.8780,13399206,330803,0.0000933426
Malaysia,1982,30.6420,13832795,330803,0.0000926291
Malaysia,1983,38.0480,14285914,330803,0.0001150171
Malaysia,1984,34.7940,14759014,330803,0.0001051804
Malaysia,1985,36.3300,15252259,330803,0.0001098237
Malaysia,1986,40.1020,15760425,330803,0.0001212262
Malaysia,1987,40.8780,16276735,330803,0.0001235720
Malaysia,1988,42.8690,16796611,330803,0.0001295907
Malaysia,1989,50.0840,17315003,330803,0.0001514013
Malaysia,1990,54.2690,17833178,330803,0.0001640523
Malaysia,1991,65.7850,18342474,330803,0.0001988646
Malaysia,1992,72.9610,18834569,330803,0.0002205573
Malaysia,1993,86.6120,19322667,330803,0.0002618235
Malaysia,1994,87.4970,19820445,330803,0.0002644988
Malaysia,1995,109.5950,20330602,330803,0.0003312999
Malaysia,1996,110.1080,20850085,330803,0.0003328507
Malaysia,1997,118.4710,21375224,330803,0.0003581316
Malaysia,1998,109.7820,21906713,330803,0.0003318652
Malaysia,1999,103.9870,22435533,330803,0.0003143472
Malaysia,2000,122.8780,22967817,330803,0.0003714537
Malaysia,2001,130.8900,23526534,330803,0.0003956736
Malaysia,2002,132.0350,24102479,330803,0.0003991348
Malaysia,2003,153.3840,24679604,330803,0.0004636717
Malaysia,2004,169.6780,25256771,330803,0.0005129276
Malaysia,2005,169.9670,25836073,330803,0.0005138013
Malaysia,2006,170.1660,26417906,330803,0.0005144028
Malaysia,2007,175.4510,26998384,330803,0.0005303791
Malaysia,2008,192.8470,27570054,330803,0.0005829663
Malaysia,2009,192.1190,28124780,330803,0.0005807656
Malaysia,2010,199.3460,28655771,330803,0.0006026124
Malaysia,2011,203.4520,29162033,330803,0.0006150247
Malaysia,2012,212.9900,29662835,330803,0.0006438575
Malaysia,2013,241.6710,30174269,330803,0.0007305587
Malaysia,2014,245.0500,30696133,330803,0.0007407732
Malaysia,2015,235.9380,31232796,330803,0.0007132281
Malaysia,2016,237.2940,31789694,330803,0.0007173272
Malaysia,2017,244.4570,32355642,330803,0.0007389806
Malaysia,2018,262.6430,32910962,330803,0.0007939559
Malaysia,2019,279.8420,33440588,330803,0.0008459476
Malaysia,2020,263.1990,33889555,330803,0.0007956367
Malaysia,2021,273.1520,34282405,330803,0.0008257241
Malaysia,2022,285.4480,34695494,330803,0.0008628942
Malaysia,2023,288.8240,35126295,330803,0.0008730997
Mexico,1950,30.5080,27587943,1964375,0.0000155306
Mexico,1951,34.8890,28320487,1964375,0.0000177609
Mexico,1952,37.2120,29090173,1964375,0.0000189434
Mexico,1953,36.7070,29899241,1964375,0.0000186864
Mexico,1954,36.2700,30753011,1964375,0.0000184639
Mexico,1955,39.6620,31650601,1964375,0.0000201906
Mexico,1956,42.1340,32587939,1964375,0.0000214491
Mexico,1957,49.2780,33562717,1964375,0.0000250858
Mexico,1958,54.0080,34575071,1964375,0.0000274937
Mexico,1959,58.2870,35627261,1964375,0.0000296720
Mexico,1960,63.0520,36724612,1964375,0.0000320977
Mexico,1961,65.2400,37890124,1964375,0.0000332116
Mexico,1962,63.7440,39129206,1964375,0.0000324500
Mexico,1963,66.2920,40424069,1964375,0.0000337471
Mexico,1964,74.2000,41772052,1964375,0.0000377728
Mexico,1965,75.1680,43174477,1964375,0.0000382656
Mexico,1966,80.8450,44629106,1964375,0.0000411556
Mexico,1967,90.0060,46129603,1964375,0.0000458192
Mexico,1968,93.8870,47668308,1964375,0.0000477948
Mexico,1969,102.1760,49233192,1964375,0.0000520145
Mexico,1970,113.9510,50814959,1964375,0.0000580088
Mexico,1971,126.1820,52412563,1964375,0.0000642352
Mexico,1972,132.2610,54030170,1964375,0.0000673298
Mexico,1973,144.0400,55667287,1964375,0.0000733261
Mexico,1974,154.7010,57320149,1964375,0.0000787533
Mexico,1975,164.1040,58982403,1964375,0.0000835401
Mexico,1976,183.6930,60645513,1964375,0.0000935122
Mexico,1977,192.3380,62308499,1964375,0.0000979131
Mexico,1978,222.0480,63979054,1964375,0.0001130375
Mexico,1979,240.1750,65648867,1964375,0.0001222654
Mexico,1980,267.6450,67300338,1964375,0.0001362494
Mexico,1981,283.5870,68892104,1964375,0.0001443650
Mexico,1982,303.7640,70433259,1964375,0.0001546365
Mexico,1983,277.4300,71971238,1964375,0.0001412307
Mexico,1984,276.4910,73506848,1964375,0.0001407527
Mexico,1985,287.1810,75043416,1964375,0.0001461946
Mexico,1986,293.2190,76585639,1964375,0.0001492683
Mexico,1987,305.7900,78136650,1964375,0.0001556678
Mexico,1988,305.4180,79695527,1964375,0.0001554785
Mexico,1989,323.2160,81247176,1964375,0.0001645388
Mexico,1990,316.7460,82820171,1964375,0.0001612452
Mexico,1991,329.8270,84430563,1964375,0.0001679043
Mexico,1992,332.4530,86044810,1964375,0.0001692411
Mexico,1993,337.7220,87653815,1964375,0.0001719234
Mexico,1994,351.5340,89259202,1964375,0.0001789546
Mexico,1995,330.9050,90862449,1964375,0.0001684531
Mexico,1996,341.5440,92452701,1964375,0.0001738690
Mexico,1997,362.4620,94021205,1964375,0.0001845177
Mexico,1998,381.1020,95575245,1964375,0.0001940067
Mexico,1999,386.0400,97115711,1964375,0.0001965205
Mexico,2000,391.4390,98625554,1964375,0.0001992690
Mexico,2001,407.4850,100099100,1964375,0.0002074375
Mexico,2002,410.3010,101548627,1964375,0.0002088710
Mexico,2003,435.9690,102978518,1964375,0.0002219378
Mexico,2004,438.5880,104394132,1964375,0.0002232710
Mexico,2005,463.4320,105811502,1964375,0.0002359183
Mexico,2006,474.5190,107253666,1964375,0.0002415623
Mexico,2007,473.5950,108774357,1964375,0.0002410920
Mexico,2008,472.9810,110374285,1964375,0.0002407794
Mexico,2009,460.2940,111999721,1964375,0.0002343208
Mexico,2010,456.4090,113623897,1964375,0.0002323431
Mexico,2011,483.3020,115243504,1964375,0.0002460335
Mexico,2012,501.4890,116818209,1964375,0.0002552919
Mexico,2013,495.4150,118343571,1964375,0.0002521998
Mexico,2014,484.0450,119784263,1964375,0.0002464117
Mexico,2015,479.4340,121072310,1964375,0.0002440644
Mexico,2016,478.8280,122251345,1964375,0.0002437559
Mexico,2017,464.4060,123400054,1964375,0.0002364141
Mexico,2018,468.4130,124573714,1964375,0.0002384540
Mexico,2019,468.2360,125762977,1964375,0.0002383639
Mexico,2020,428.9400,126799052,1964375,0.0002183595
Mexico,2021,446.8340,127648152,1964375,0.0002274688
Mexico,2022,465.3360,128613113,1964375,0.0002368876
Mexico,2023,482.6230,129739764,1964375,0.0002456878
Morocco,1950,2.5600,8935456,446550,0.0000057328
Morocco,1951,2.9260,9159293,446550,0.0000065525
Morocco,1952,3.5630,9394882,446550,0.0000079789
Morocco,1953,4.1710,9639571,446550,0.0000093405
Morocco,1954,3.5840,9893318,446550,0.0000080260
Morocco,1955,3.5550,10158129,446550,0.0000079610
Morocco,1956,3.5190,10434022,446550,0.0000078804
Morocco,1957,3.0540,10720555,446550,0.0000068391
Morocco,1958,3.2670,11013746,446550,0.0000073161
Morocco,1959,3.3690,11317011,446550,0.0000075445
Morocco,1960,3.6360,11624932,446550,0.0000081424
Morocco,1961,3.7710,11931097,446550,0.0000084447
Morocco,1962,3.0750,12253095,446550,0.0000068861
Morocco,1963,3.9540,12577499,446550,0.0000088546
Morocco,1964,4.4150,12898883,446550,0.0000098869
Morocco,1965,4.2540,13239174,446550,0.0000095264
Morocco,1966,5.4600,13597063,446550,0.0000122271
Morocco,1967,5.4080,13968181,446550,0.0000121106
Morocco,1968,5.6200,14347898,446550,0.0000125854
Morocco,1969,5.8170,14734253,446550,0.0000130265
Morocco,1970,7.2820,15129452,446550,0.0000163072
Morocco,1971,8.1860,15527226,446550,0.0000183317
Morocco,1972,8.0280,15924696,446550,0.0000179778
Morocco,1973,9.6130,16326277,446550,0.0000215273
Morocco,1974,11.0990,16733850,446550,0.0000248550
Morocco,1975,11.0650,17150789,446550,0.0000247789
Morocco,1976,11.4900,17574188,446550,0.0000257306
Morocco,1977,12.6250,18014760,446550,0.0000282723
Morocco,1978,12.9920,18477384,446550,0.0000290942
Morocco,1979,15.8500,18955588,446550,0.0000354943
Morocco,1980,15.8180,19459942,446550,0.0000354227
Morocco,1981,15.7180,19985406,446550,0.0000351987
Morocco,1982,16.9050,20520325,446550,0.0000378569
Morocco,1983,17.6270,21060697,446550,0.0000394737
Morocco,1984,17.6450,21593778,446550,0.0000395141
Morocco,1985,17.6820,22113954,446550,0.0000395969
Morocco,1986,18.6840,22600803,446550,0.0000418408
Morocco,1987,19.9050,23054390,446550,0.0000445751
Morocco,1988,20.9310,23500528,446550,0.0000468727
Morocco,1989,22.6610,23939414,446550,0.0000507468
Morocco,1990,22.2980,24375558,446550,0.0000499339
Morocco,1991,23.6880,24799015,446550,0.0000530467
Morocco,1992,24.7370,25212469,446550,0.0000553958
Morocco,1993,26.7790,25614587,446550,0.0000599686
Morocco,1994,28.1240,26000824,446550,0.0000629806
Morocco,1995,28.7500,26399430,446550,0.0000643825
Morocco,1996,29.5250,26808109,446550,0.0000661180
Morocco,1997,29.9780,27213339,446550,0.0000671325
Morocco,1998,30.8810,27621638,446550,0.0000691546
Morocco,1999,31.9860,28027189,446550,0.0000716292
Morocco,2000,33.1990,28423439,446550,0.0000743455
Morocco,2001,36.8060,28814647,446550,0.0000824230
Morocco,2002,37.3060,29198146,446550,0.0000835427
Morocco,2003,36.5700,29571416,446550,0.0000818945
Morocco,2004,42.2260,29953021,446550,0.0000945605
Morocco,2005,44.6610,30358145,446550,0.0001000134
Morocco,2006,46.2490,30771180,446550,0.0001035696
Morocco,2007,48.9130,31186468,446550,0.0001095353
Morocco,2008,51.3690,31606768,446550,0.0001150353
Morocco,2009,50.8600,32030779,446550,0.0001138954
Morocco,2010,54.3650,32467008,446550,0.0001217445
Morocco,2011,54.8680,32912586,446550,0.0001228709
Morocco,2012,56.9540,33355247,446550,0.0001275423
Morocco,2013,56.6060,33787573,446550,0.0001267630
Morocco,2014,57.1750,34204783,446550,0.0001280372
Morocco,2015,58.4950,34607590,446550,0.0001309932
Morocco,2016,58.4570,35023460,446550,0.0001309081
Morocco,2017,61.1040,35446396,446550,0.0001368357
Morocco,2018,62.3060,35839760,446550,0.0001395275
Morocco,2019,68.7400,36210907,446550,0.0001539357
Morocco,2020,64.5640,36584208,446550,0.0001445840
Morocco,2021,70.2450,36954442,446550,0.0001573060
Morocco,2022,69.5060,37329069,446550,0.0001556511
Morocco,2023,68.6680,37712517,446550,0.0001537745
Netherlands,1950,51.2860,10113759,41543,0.0012345281
Netherlands,1951,54.9680,10264537,41543,0.0013231591
Netherlands,1952,54.7150,10382295,41543,0.0013170691
Netherlands,1953,55.2640,10493533,41543,0.0013302843
Netherlands,1954,58.3930,10615730,41543,0.0014056038
Netherlands,1955,60.9860,10751230,41543,0.0014680211
Netherlands,1956,65.0790,10889768,41543,0.0015665455
Netherlands,1957,64.4080,11026877,41543,0.0015503936
Netherlands,1958,66.6900,11187365,41543,0.0016053246
Netherlands,1959,67.1180,11348108,41543,0.0016156272
Netherlands,1960,73.4380,11486909,41543,0.0017677587
Netherlands,1961,75.8190,11639371,41543,0.0018250728
Netherlands,1962,83.2820,11807552,41543,0.0020047180
Netherlands,1963,91.1450,11969156,41543,0.0021939918
Netherlands,1964,96.7770,12131887,41543,0.0023295621
Netherlands,1965,100.4040,12301136,41543,0.0024168693
Netherlands,1966,103.5580,12464282,41543,0.0024927906
Netherlands,1967,106.6820,12607834,41543,0.0025679898
Netherlands,1968,113.4460,12740849,41543,0.0027308090
Netherlands,1969,115.8020,12890638,41543,0.0027875214
Netherlands,1970,141.8030,13052082,41543,0.0034134030
Netherlands,1971,140.6660,13208353,41543,0.0033860337
Netherlands,1972,157.4950,13342780,41543,0.0037911321
Netherlands,1973,165.2600,13453743,41543,0.0039780468
Netherlands,1974,159.9850,13559670,41543,0.0038510700
Netherlands,1975,152.5250,13680031,41543,0.0036714970
Netherlands,1976,169.1310,13786640,41543,0.0040712274
Netherlands,1977,163.6060,13868607,41543,0.0039382327
Netherlands,1978,169.7930,13953922,41543,0.0040871627
Netherlands,1979,187.0070,14050176,41543,0.0045015285
Netherlands,1980,176.6320,14162687,41543,0.0042517873
Netherlands,1981,164.1100,14262690,41543,0.0039503647
Netherlands,1982,133.4870,14333902,41543,0.0032132249
Netherlands,1983,137.3570,14396901,41543,0.0033063813
Netherlands,1984,144.0730,14462810,41543,0.0034680452
Netherlands,1985,146.9800,14538958,41543,0.0035380208
Netherlands,1986,144.0140,14626489,41543,0.0034666249
Netherlands,1987,151.4800,14724947,41543,0.0036463423
Netherlands,1988,145.6030,14825916,41543,0.0035048745
Netherlands,1989,161.6640,14921107,41543,0.0038914859
Netherlands,1990,162.7970,15030884,41543,0.0039187589
Netherlands,1991,171.1930,15155091,41543,0.0041208627
Netherlands,1992,170.9970,15276786,41543,0.0041161447
Netherlands,1993,170.9640,15389718,41543,0.0041153504
Netherlands,1994,171.7310,15485453,41543,0.0041338132
Netherlands,1995,173.2610,15565033,41543,0.0041706425
Netherlands,1996,182.3230,15640031,41543,0.0043887779
Netherlands,1997,175.2470,15723620,41543,0.0042184484
Netherlands,1998,176.1790,15827109,41543,0.0042408829
Netherlands,1999,170.8350,15940182,41543,0.0041122451
Netherlands,2000,171.9360,16058758,41543,0.0041387478
Netherlands,2001,177.2470,16182705,41543,0.0042665912
Netherlands,2002,176.5250,16288060,41543,0.0042492117
Netherlands,2003,179.9640,16366914,41543,0.0043319934
Netherlands,2004,181.8920,16425561,41543,0.0043784031
Netherlands,2005,177.9310,16465707,41543,0.0042830561
Netherlands,2006,173.0850,16493851,41543,0.0041664059
Netherlands,2007,172.8330,16531360,41543,0.0041603399
Netherlands,2008,175.7050,16597257,41543,0.0042294731
Netherlands,2009,170.2340,16684147,41543,0.0040977782
Netherlands,2010,182.2890,16771232,41543,0.0043879595
Netherlands,2011,169.1620,16851061,41543,0.0040719736
Netherlands,2012,165.5750,16915191,41543,0.0039856293
Netherlands,2013,164.7580,16967065,41543,0.0039659630
Netherlands,2014,157.3420,17030087,41543,0.0037874491
Netherlands,2015,163.7430,17107427,41543,0.0039415305
Netherlands,2016,164.6080,17204694,41543,0.0039623523
Netherlands,2017,162.0780,17315375,41543,0.0039014515
Netherlands,2018,158.0420,17421284,41543,0.0038042992
Netherlands,2019,152.4220,17537506,41543,0.0036690176
Netherlands,2020,136.6700,17636732,41543,0.0032898443
Netherlands,2021,139.6840,17730564,41543,0.0033623956
Netherlands,2022,127.2410,17904422,41543,0.0030628746
Netherlands,2023,118.6680,18092525,41543,0.0028565101
New Zealand,1950,8.5690,1911265,268838,0.0000318742
New Zealand,1951,8.1700,1951209,268838,0.0000303900
New Zealand,1952,9.3200,1997754,268838,0.0000346677
New Zealand,1953,8.5510,2047749,268838,0.0000318073
New Zealand,1954,9.0670,2095143,268838,0.0000337266
New Zealand,1955,9.3930,2139673,268838,0.0000349393
New Zealand,1956,9.6750,2184844,268838,0.0000359882
New Zealand,1957,10.3050,2233688,268838,0.0000383316
New Zealand,1958,10.1800,2284996,268838,0.0000378667
New Zealand,1959,10.3190,2333486,268838,0.0000383837
New Zealand,1960,11.5320,2379483,268838,0.0000428957
New Zealand,1961,11.7550,2429744,268838,0.0000437252
New Zealand,1962,11.1980,2484404,268838,0.0000416533
New Zealand,1963,12.2170,2538119,268838,0.0000454437
New Zealand,1964,13.0920,2588771,268838,0.0000486985
New Zealand,1965,13.6850,2636494,268838,0.0000509043
New Zealand,1966,14.0000,2682588,268838,0.0000520760
New Zealand,1967,13.6270,2723416,268838,0.0000506885
New Zealand,1968,13.4730,2754521,268838,0.0000501157
New Zealand,1969,14.2570,2784399,268838,0.0000530319
New Zealand,1970,14.1800,2822183,268838,0.0000527455
New Zealand,1971,15.0490,2867168,268838,0.0000559779
New Zealand,1972,16.1900,2919262,268838,0.0000602221
New Zealand,1973,18.2000,2978988,268838,0.0000676988
New Zealand,1974,18.7600,3041227,268838,0.0000697818
New Zealand,1975,18.2700,3094041,268838,0.0000679591
New Zealand,1976,19.2490,3126641,268838,0.0000716007
New Zealand,1977,20.3130,3140130,268838,0.0000755585
New Zealand,1978,18.0240,3142243,268838,0.0000670441
New Zealand,1979,16.4940,3141596,268838,0.0000613529
New Zealand,1980,17.4790,3146324,268838,0.0000650169
New Zealand,1981,16.5610,3159845,268838,0.0000616022
New Zealand,1982,18.2700,3185129,268838,0.0000679591
New Zealand,1983,17.9980,3219281,268838,0.0000669474
New Zealand,1984,19.3370,3249830,268838,0.0000719281
New Zealand,1985,21.8580,3268029,268838,0.0000813055
New Zealand,1986,22.9460,3281510,268838,0.0000853525
New Zealand,1987,24.1650,3299444,268838,0.0000898868
New Zealand,1988,25.4490,3316026,268838,0.0000946630
New Zealand,1989,25.4530,3333821,268838,0.0000946778
New Zealand,1990,25.4970,3396981,268838,0.0000948415
New Zealand,1991,26.1760,3480933,268838,0.0000973672
New Zealand,1992,28.1620,3532245,268838,0.0001047545
New Zealand,1993,27.7550,3573610,268838,0.0001032406
New Zealand,1994,27.8950,3621031,268838,0.0001037614
New Zealand,1995,28.0010,3674435,268838,0.0001041557
New Zealand,1996,29.3010,3729383,268838,0.0001089913
New Zealand,1997,31.2740,3776950,268838,0.0001163303
New Zealand,1998,29.8530,3811377,268838,0.0001110446
New Zealand,1999,31.4610,3835561,268838,0.0001170259
New Zealand,2000,32.2410,3857576,268838,0.0001199272
New Zealand,2001,34.3790,3891763,268838,0.0001278800
New Zealand,2002,34.5420,3951114,268838,0.0001284863
New Zealand,2003,36.2430,4022585,268838,0.0001348135
New Zealand,2004,35.8370,4083911,268838,0.0001333033
New Zealand,2005,37.4250,4135004,268838,0.0001392102
New Zealand,2006,37.3300,4181942,268838,0.0001388569
New Zealand,2007,36.4090,4223268,268838,0.0001354310
New Zealand,2008,37.5060,4261819,268838,0.0001395115
New Zealand,2009,34.6170,4304304,268838,0.0001287653
New Zealand,2010,34.8080,4347767,268838,0.0001294757
New Zealand,2011,34.2620,4382702,268838,0.0001274448
New Zealand,2012,35.9410,4411682,268838,0.0001336902
New Zealand,2013,35.2380,4453859,268838,0.0001310752
New Zealand,2014,35.4350,4522977,268838,0.0001318080
New Zealand,2015,35.8020,4614037,268838,0.0001331731
New Zealand,2016,34.1460,4714768,268838,0.0001270133
New Zealand,2017,35.6850,4812748,268838,0.0001327379
New Zealand,2018,35.7030,4900844,268838,0.0001328049
New Zealand,2019,36.7320,4989412,268838,0.0001366325
